property_key,avm_estimate,captured_date,source_url,listing_visible
237B17FE-C48A-22AC-E063-4804A8C0EA3A,327818,2026-06-19,PROXY:open-data-hedonic-OLS,false
1A0C5C63-0C5D-7CBE-E063-4804A8C06C96,446766,2026-06-19,PROXY:open-data-hedonic-OLS,false
2ACACE8C-90C6-295E-E063-4804A8C0B0EB,1396110,2026-06-19,PROXY:open-data-hedonic-OLS,false
31C68071-BF02-FEE3-E063-4804A8C04F37,677064,2026-06-19,PROXY:open-data-hedonic-OLS,false
237B17FD-A29B-22AC-E063-4804A8C0EA3A,540350,2026-06-19,PROXY:open-data-hedonic-OLS,false
1A0C5C63-0BD5-7CBE-E063-4804A8C06C96,1042285,2026-06-19,PROXY:open-data-hedonic-OLS,false
2131FCF5-B7EA-86E8-E063-4804A8C0372B,684929,2026-06-19,PROXY:open-data-hedonic-OLS,false
1A0C5C63-0F6B-7CBE-E063-4804A8C06C96,244057,2026-06-19,PROXY:open-data-hedonic-OLS,false
1EAE3DF6-2EAE-9EB1-E063-4704A8C09D02,557700,2026-06-19,PROXY:open-data-hedonic-OLS,false
2F7F2B42-ADA1-E08F-E063-4804A8C05A49,240413,2026-06-19,PROXY:open-data-hedonic-OLS,false
1A0C5C63-0BE5-7CBE-E063-4804A8C06C96,1382999,2026-06-19,PROXY:open-data-hedonic-OLS,false
36A61A94-48B9-DEF2-E063-4704A8C046AE,761725,2026-06-19,PROXY:open-data-hedonic-OLS,false
1A0C5C63-10FE-7CBE-E063-4804A8C06C96,503180,2026-06-19,PROXY:open-data-hedonic-OLS,false
1775CCF6-E642-38BA-E063-4704A8C05A7C,249957,2026-06-19,PROXY:open-data-hedonic-OLS,false
237B17FD-A28F-22AC-E063-4804A8C0EA3A,802524,2026-06-19,PROXY:open-data-hedonic-OLS,false
1A0C5C63-0C18-7CBE-E063-4804A8C06C96,1024451,2026-06-19,PROXY:open-data-hedonic-OLS,false
25E9DA81-C3F3-555E-E063-4704A8C066F2,626311,2026-06-19,PROXY:open-data-hedonic-OLS,false
237B17FD-A1C7-22AC-E063-4804A8C0EA3A,797581,2026-06-19,PROXY:open-data-hedonic-OLS,false
237B17FD-A5A3-22AC-E063-4804A8C0EA3A,359662,2026-06-19,PROXY:open-data-hedonic-OLS,false
1C3E72FD-D91D-F410-E063-4804A8C0DFA6,261693,2026-06-19,PROXY:open-data-hedonic-OLS,false
1C3E72FD-D9E9-F410-E063-4804A8C0DFA6,261693,2026-06-19,PROXY:open-data-hedonic-OLS,false
237B17FD-A281-22AC-E063-4804A8C0EA3A,1016886,2026-06-19,PROXY:open-data-hedonic-OLS,false
237B17FD-A56A-22AC-E063-4804A8C0EA3A,463661,2026-06-19,PROXY:open-data-hedonic-OLS,false
2859C1AB-8471-52B4-E063-4804A8C05948,232916,2026-06-19,PROXY:open-data-hedonic-OLS,false
1EAE3DF6-30A5-9EB1-E063-4704A8C09D02,344161,2026-06-19,PROXY:open-data-hedonic-OLS,false
1C3E72FE-EC2E-F410-E063-4804A8C0DFA6,375104,2026-06-19,PROXY:open-data-hedonic-OLS,false
1A0C5C63-0F77-7CBE-E063-4804A8C06C96,928204,2026-06-19,PROXY:open-data-hedonic-OLS,false
1A0C5C63-0C7B-7CBE-E063-4804A8C06C96,531587,2026-06-19,PROXY:open-data-hedonic-OLS,false
25E9DA80-684D-555E-E063-4704A8C066F2,368367,2026-06-19,PROXY:open-data-hedonic-OLS,false
38EDC0C2-A022-0F63-E063-4704A8C00424,702860,2026-06-19,PROXY:open-data-hedonic-OLS,false
3DCCB7C9-A069-5B9D-E063-4704A8C0331E,3168763,2026-06-19,PROXY:open-data-hedonic-OLS,false
1A0C5C63-0CDD-7CBE-E063-4804A8C06C96,485142,2026-06-19,PROXY:open-data-hedonic-OLS,false
237B17FD-A26D-22AC-E063-4804A8C0EA3A,772757,2026-06-19,PROXY:open-data-hedonic-OLS,false
237B17FD-A363-22AC-E063-4804A8C0EA3A,250806,2026-06-19,PROXY:open-data-hedonic-OLS,false
1C3E72FD-D80A-F410-E063-4804A8C0DFA6,510563,2026-06-19,PROXY:open-data-hedonic-OLS,false
1A0C5C63-0CC9-7CBE-E063-4804A8C06C96,648922,2026-06-19,PROXY:open-data-hedonic-OLS,false
1A0C5C63-0F5B-7CBE-E063-4804A8C06C96,452661,2026-06-19,PROXY:open-data-hedonic-OLS,false
1C3E72FD-D446-F410-E063-4804A8C0DFA6,697450,2026-06-19,PROXY:open-data-hedonic-OLS,false
25E9DA80-67D2-555E-E063-4704A8C066F2,1164200,2026-06-19,PROXY:open-data-hedonic-OLS,false
1EAE3DF6-2FA5-9EB1-E063-4704A8C09D02,638126,2026-06-19,PROXY:open-data-hedonic-OLS,false
